SKU,NombreProducto,Ventas_Proyectadas_Regular,Ventas_Proyectadas_Cyber,Elasticidad_IA
106136,UNA SOMBRA STUDIO RF MOSTARDA MATTE,1.0,1.0,-0.0
9981,FACES LAPIS KAJAL INTENSO PRETO,2.1,2.6,-0.74
97646,FACES BASE LIQUIDA MATTE 23F,1.2,2.1,-2.25
15479,UNA ESMALTE 3D GEL PALETTE 730,1.0,1.1,-0.32
109477,UNA ESMALTE 3D GEL PORCELANA 910,1.3,1.0,0.62
137959,FACES DELINEADOR RETRATIL CINZA,1.0,1.2,-0.54
9832,FACES SUPER MASCARA TINT,3.2,5.8,-2.2
139237,ESSENCIAL ATO EDP MASC 100ML LTM,1.5,2.4,-1.55
92520,UNA BATOM CC HIDRAT FPS25 ROSE 4C,1.1,2.1,-2.42
70408,EKOS SAB LIQ CREM CASTANHA ANGT 195ML,2.7,3.9,-1.16
104876,UNA REF BASE HD 16F,1.1,2.0,-2.32
104874,UNA REF BASE HD 12F,1.2,2.0,-2.06
97640,FACES BASE LIQUIDA MATTE 19N,1.2,2.1,-2.11
107124,UNA CORRETIVO CUSHION NUDE ME 15N,2.4,2.3,0.11
92550,UNA GLOSS LABIAL FPS15 CORAL 100 SSG,1.1,2.0,-2.26
159711,TODODIA SAB LIQ CAMOMILA E LAVANDA 300ML,3.9,6.3,-1.64
92788,MMBB COL RELAXANTE PSE 100ML,5.0,8.8,-2.02
104885,UNA REF BASE HD 31N,1.1,2.1,-2.61
135027,CHRONOS D AS 70 NOITE PS 40G,1.1,1.9,-2.02
54406,NAT UNA BATOM LIQ MATIF NUDE 6 M,2.0,2.2,-0.27
121968,TODODIA PERF SOLIDO CAMOM LAV 800MG,5.7,7.4,-0.83
16266,BIOME SHAMPOO BARRA 90G,1.5,3.1,-2.75
103148,FOTOEQ LOC PROTETORA FPS30 200ML LTM,1.1,1.7,-1.69
104872,UNA REF BASE HD 15Q 15C,1.0,2.1,-2.88
107774,UNA CJ REG BASE FLUIDA HD 23F,1.0,2.6,-4.4
109481,UNA SERUM DE UNHAS E CUTICULAS,2.6,4.7,-2.12
20834,HUMOR EDT LIBERTA PG JUST 75ML ARG,5.1,7.8,-1.45
64748,HUMOR A DOIS EDT MASC 75ML LTM,2.1,4.0,-2.41
42064,KRISKA CLASSICO FEM EDT 100ML LTM,1.7,2.8,-1.86
109164,NATURA HOMEM TATO EDP 100ML COL,2.6,5.0,-2.51
159710,TODODIA RF SAB LIQ CAMOMILA E LAVA 300ML,7.0,12.9,-2.26
110188,UNA BASE SERUM NUDE ME 23F SCH,2.7,3.1,-0.34
132682,EKOS POLPA MAOS MARACUJA 75G LTM,15.2,17.8,-0.46
83324,KRISKA DRAMA EDT 100ML COL,3.2,5.9,-2.26
102398,NATURE RF COND CAB LIOS E ONDULADO 250ML,4.6,6.1,-0.87
97636,FACES BASE LIQUIDA MATTE 10N,1.1,2.0,-2.12
4729,FACES CJ PO COMPACTO MEDIO 22,1.2,1.4,-0.41
92526,UNA BATOM CC HIDRAT FPS25 NUDE 10C,1.5,1.8,-0.67
122114,UNA CORRET COB EXTR 24N 8ML,1.8,2.9,-1.63
110679,UNA RF PO COMP NUDE ME 19N 10G,1.0,1.4,-1.03
8882,FACES CJ PO COMP MATTE MEDIO 22,2.3,2.6,-0.36
134594,CHRONOS D REF AS 80 NOITE PS 40G,1.5,2.8,-2.38
134695,CHRONOS D AS 80 FPS30 DIA PS 40G,1.2,2.3,-2.71
102401,NATURE SH CAB LISO E ONDULADO 250ML,5.4,8.7,-1.67
108125,UNA BASE MATTE 10N BF 30ML,1.0,1.2,-0.54
110181,UNA BASE SERUM NUDE ME 10N SCH,2.3,2.4,-0.05
135036,CHRONOS D AS 60 NOITE PS 40G,2.3,2.3,0.05
106547,FACES ESMALTE AZUL LA PAZ,1.0,1.0,-0.05
116203,"FACES BATOM MULTM CRE PINK PARADISE 3,5G",1.1,2.0,-2.36
116198,"FACES BATOM MULTM CREM CEREJA DRAMA 3,5G",1.6,2.1,-0.88
124397,EKOS SAB BARRA MONOPACK BURITI 4X100G,1.0,2.5,-3.71
110678,UNA RF PO COMP NUDE ME 12N 10G,1.1,1.2,-0.2
122117,UNA CORRET COB EXTR 19N 8ML,1.9,2.2,-0.42
111427,FACES BATOM LIQ LON DUR LARAN SUMME,1.0,1.1,-0.33
123024,FACES BATOM LIP TINT PINK PLAY,4.1,7.2,-2.07
135028,UNA BASE FACIAL TINT 32Q,1.1,1.1,-0.05
4739,FACES CJ PO COMPACTO CASTANHO 20,1.2,2.0,-1.81
120447,"FACES MASCARA ICONIC BROWN 3,3ML",2.8,5.0,-2.21
140920,EKOS EDT FRESCOR AMAZO 75ML LTM,1.6,2.4,-1.32
74897,TODODIA DES HID FRAMB PIM 400ML MEX,18.6,18.3,0.04
107125,UNA CORRETIVO CUSHION NUDE ME 19N,1.0,3.3,-6.19
148475,UNA BATOM ULTRA CARE 24H ROSE 2C 7ML 7ML,1.2,1.4,-0.51
105713,UNA PINCEL PRO ILUMINADOR,1.2,2.0,-2.06
96015,JABON EN BARRA NATURE FIESTA DEL MAR 3X90G,5.6,5.1,0.24
140919,EKOS DES HID AMAZO 250ML LTM,7.0,10.8,-1.45
150176,UNA ESMALTE 3D GEL VERSOS 510 8ML,1.5,2.2,-1.21
116403,UNA POLVO COMPACTO RG 21N LTM,1.0,1.5,-1.25
75241,UNA CJ BLUSH REALCE ME REG BRONZ PEROL,1.6,3.1,-2.48
55105,UNA PINCEL PRO PO,2.0,2.0,-0.0
110186,UNA BASE SERUM NUDE ME 20N SCH,1.6,3.0,-2.47
74849,TODODIA RF HID DES CORP AVEL CA 400ML NV,13.6,17.1,-0.7
70406,EKOS SAB LIQ GEL ANDIROBA ANGT 195ML,3.5,5.2,-1.33
131491,HUMOR EDT FESTIV DE HUMOR PG 75ML ARG,12.6,14.8,-0.48
134432,EKOS SAB BARRA AMAZO 2X90G,3.7,7.3,-2.58
128504,UNA BATOM EXTREMO CONF CORAL 3C,3.0,4.5,-1.45
70394,EKOS RF SAB LIQ GEL PITANGA 195ML,3.0,4.6,-1.38
121947,ESSENCIAL RF EX FL EDP FEM NFV 100ML LTM,2.3,3.3,-1.09
59364,CHRONOS DUO EXFOLIANTE LIMP,17.5,20.2,-0.42
102403,NATURE RF COND CACHINHOS,5.4,8.1,-1.36
83305,TODODIA FRAM PIM HIDRA MAOS 50ML MAES20,24.6,22.9,0.19
69058,CHRONOS RF DEMAQ MICELAR PSE 150ML,2.3,5.7,-3.87
134697,CHRONOS D AS 70 FPS30 DIA PS 40G,2.0,2.2,-0.3
74778,NATURE COLONIA ALEGRIA NO PARQUE 100ML,4.1,9.8,-3.81
74779,NATURE COLONIA BANHO DE CHUVA 100ML,4.6,8.0,-1.99
128502,UNA GLOSS LABIAL FPS15 ROSE RADIANCE,6.7,12.2,-2.25
116468,HUMOR ESTELAR EDT 75ML LTM,2.3,3.5,-1.39
111178,KAIAK AERO FEM EDT 100ML ARG,3.3,5.9,-2.1
93641,ESSENCIAL OUD FEM EDP 100ML LTM NV,4.4,6.2,-1.07
123021,"FACES BATOM MULTM CREM ROSA ICON 3,5G",1.3,2.0,-1.44
116199,"FACES BATOM MULTM CREM VINHO ROCKS 3,5G",1.0,1.9,-2.39
97637,FACES BASE LIQUIDA MATTE 12F,1.8,2.4,-0.97
74852,TODODIA SAB BARR AVEL CASSIS LILAS 5X90G,4.7,6.6,-1.09
150175,UNA ESMALTE 3D GEL BOSSA 330 8ML,1.2,1.4,-0.54
123735,EKOS BALSAM DES HID TUKUMA 200G TERC LTM,2.3,4.4,-2.43
108136,UNA BASE MATTE 27N,1.0,1.1,-0.22
106540,FACES ESMALTE CORAL NUDE CAIENA,1.7,1.6,0.03
116696,FACES CHECKMATTE CORRETIVO 35N,1.0,1.0,-0.0
116692,FACES CHECKMATTE CORRETIVO 24N,1.0,1.0,-0.0
168821,TODODIA DES ROLLON FRAMB PIMEN VERM 70ML,43.5,60.6,-1.07
111397,FACES BATOM LIQ LON DUR PINK WOW,1.0,2.0,-2.61
107129,UNA CORRETIVO CUSHION NUDE ME 30N,1.3,1.3,-0.08
107128,UNA CORRETIVO CUSHION NUDE ME 27N,1.0,2.2,-3.13
116694,FACES CHECKMATTE CORRETIVO 30N,1.0,1.0,-0.0
109149,"FACES SOMBRA MONO BRIGHT GLAM 1,5G",1.0,1.0,-0.05
55104,UNA PINCEL PRO BASE LIQUIDA,1.1,2.1,-2.56
116690,FACES CHECKMATTE CORRETIVO 19N,1.0,2.0,-2.61
103380,TODODIA HID DES CORP MANGA  400ML LTM,6.2,12.2,-2.62
148470,UNA BATOM LTRA CARE 24H VERMELHO 2C 7ML,1.1,1.3,-0.53
148471,UNA BATOM ULTRA CARE 24H NUDE 1C 7ML 7ML,1.2,1.9,-1.66
97638,FACES BASE LIQUIDA MATTE 15C 15Q,1.4,1.9,-0.94
116402,UNA POLVO COMPACTO RG 19N LTM,1.1,2.3,-3.12
55100,UNA PINCEL PRO BLUSH,2.0,2.5,-0.62
133869,EKOS RYOS EDT CHUVA 75ML ARG,2.2,2.1,0.13
140431,EKOS HID BRUMA ACAI 100ML,5.6,8.0,-1.17
10045,FACES LAPIS KAJAL INTENSO MARROM,1.1,2.0,-2.41
89502,FACES SOMBRA TRIO PRETTY PINK 3G,1.2,2.0,-1.84
9149,"FACES RF PO COMP MATTE CAST 20 6,5G",1.0,1.1,-0.27
110511,EKOS MAOS ACAI ES 40G,2.7,3.2,-0.5
56754,KAIAK FEM DES CORPORAL 100ML ARG,4.0,5.5,-0.98
107361,FACES BT COLOR HID FPS8 CASTANHO 406 ABM,2.2,2.1,0.12
15823,UNA ESMALTE 3D GEL COLLAGE 100,1.1,1.1,-0.0
134725,CHRONOS D AS 45 FPS30 DIA PS 40G,2.1,3.2,-1.37
129610,KAIAK O2 MASC EDT 100 ML LTM,2.3,3.0,-0.83
125239,EKOS DES HIDRA TUKUMA 200ML LTM,1.4,2.6,-2.19
109150,"FACES SOMBRA MONO WILD BLACK 1,5G",1.0,1.1,-0.27
97644,FACES BASE LIQUIDA MATTE 21C 21Q,1.0,1.6,-1.54
104881,UNA REF BASE HD 25Q 25C,1.1,2.0,-2.41
117798,TODODIA RF HID DES ACEROLA HIBISCO 400ML,2.8,4.6,-1.74
110189,UNA BASE SERUM NUDE ME 24F SCH,2.5,2.1,0.35
137955,FACES DELINEADOR RETRATIL ROXO,2.0,2.7,-0.95
116193,"FACES BATOM MULTM CREM UNDER RED 3,5G",1.0,2.0,-2.61
54355,UNA BATOM MATTE INTRANSF VIOLETA 6M,2.0,2.7,-1.04
101035,"FACES ILUMINADOR DUO SUP DIAMT 2,5G",2.1,2.2,-0.16
145706,EKOS SAB BAR MARAC NAT SONHOS 100G LTM,1.0,1.0,-0.0
102871,FACES BASE LIQUIDA MATTE 35C 35Q,2.5,3.4,-0.9
110183,UNA BASE SERUM NUDE ME 15Q 15C SCH,1.7,2.6,-1.37
148472,UNA BATOM ULTRA CARE 24H ROSA 2C 7ML 7ML,1.3,1.9,-1.42
134672,TODODIA UVA ROSA ROM 24 SAB BARRA 90G FP,3.8,10.3,-4.71
4953,FACES BATOM COLOR HID FPS8 ROXO 603 ABM,1.0,1.1,-0.27
111428,FACES BATOM LIQ LON DUR ROXO DIGITA,1.0,1.9,-2.39
135025,UNA BASE FACIAL TINT 29N,1.1,1.1,-0.15
132965,TODODIA PERF AROM AMB NOT N CT 200ML LTM,9.9,12.8,-0.79
107769,UNA CJ REG BASE FLUIDA HD 15Q 15C,1.3,2.5,-2.27
189391,KAIAK DES ROLLON CLASSICO FEM 75ML,5.9,8.9,-1.38
117687,TODODIA ESF GEL ACEROLA HIBISCO 190G,6.0,8.2,-0.96
123007,KAIAK CLAS DES HIDRA CORP FEM 390ML,8.2,15.1,-2.28
97648,FACES BASE LIQUIDA MATTE 25C 25Q,1.1,2.0,-2.36
107360,FACES BATOM COLOR HID FPS8 PINK 208 ABM,1.5,2.7,-2.38
135026,UNA BASE FACIAL TINT 31N,1.1,1.1,-0.05
92525,UNA BATOM CC HIDRAT FPS25 TERRACOTA 8C,1.1,2.0,-2.36
70407,EKOS SAB LIQ GEL PITANGA 195ML,1.1,1.8,-1.89
108138,UNA BASE MATTE 29N BF 30ML,1.2,1.0,0.41
167177,ESSENCIAL DES HID OUD FEM 100ML,2.0,3.7,-2.21
111025,NATURA HOMEM DES HID CLAS 125ML,2.7,5.3,-2.59
105718,UNA ESPONJA MAQUIAGEM,1.1,2.1,-2.71
111174,KAIAK AERO MASC EDT 100ML ARG,18.8,22.3,-0.51
189410,TODODIA DES ROLLON HIBISCO 70ML,14.6,25.6,-2.05
140385,TODODIA PERF FRAMB PIMEN VERM 200ML ARG,18.1,23.8,-0.85
148876,KAIAK SH URBE DETOX 75ML,3.9,9.6,-4.02
110458,NATURA HOMEM POS BARBA TATO 75ML,3.7,5.3,-1.13
6319,FACES BATOM COLOR HID FPS8 VINHO 540 ABM,1.1,1.4,-0.74
122118,UNA CORRET COB EXTR 37N 8ML,1.2,1.0,0.49
107364,FACES BATOM COLOR HID FPS8 ROSA 280 ABM,1.0,1.1,-0.16
137960,FACES DELINEADOR RETRATIL VERDE,1.0,1.1,-0.22
101037,"FACES ILUMINADOR DUO SUP DOR R 2,5G",2.1,2.2,-0.13
6585,FACES BATOM COLOR HID FPS8 PINK 315,1.1,1.2,-0.25
148473,UNA BATOM ULTRA CARE 24H VINHO8C 7ML,1.3,2.3,-2.06
92529,UNA BATOM CC HIDRAT FPS25 ROUGE 8C,1.1,2.0,-2.13
104877,UNA REF BASE HD 23F,1.3,2.1,-1.77
104875,UNA REF BASE HD 19N,1.1,2.1,-2.37
155876,"UNA BATOM HID TAY VERM 2 EXTR CON 3,8G",1.2,2.1,-2.04
58406,UNA PINCEL PRO DUO FIBRAS,1.1,2.0,-2.3
161516,EKOS HID MAOS PITANGA 250ML,39.6,52.6,-0.89
122112,UNA CORRET COB EXTR 27N 8ML,1.2,1.7,-1.18
110191,UNA BASE SERUM NUDE ME 27N,1.4,2.7,-2.71
135032,CHRONOS D AS 45 NOITE PS 40G,2.1,2.2,-0.18
120617,KAIAK ULTRA FEMI EDT 100ML LTM,3.8,6.2,-1.68
127760,UNA BASE POWDER 25Q,1.0,1.6,-1.36
169531,HUMOR EDT PRIMEIRO E PROPRIO 2X25ML LTM,1.5,1.8,-0.42
74789,BIOGRAFIA EDT CLASSICO MASC 100ML LTM,10.3,15.5,-1.37
72180,TODODIA HID DES PES NOZPECA 50ML,6.6,16.8,-4.24
159908,EKOS DES HID CAST WINNY 24 400ML,3.5,7.1,-2.82
128423,FACES MASCARA FACIAL HIDRA ILUMINADORA,1.0,1.0,-0.0
75703,CHRONOS FLUIDO MULTIPRO FPS50 50ML GBL,8.7,15.6,-2.15
155879,"UNA BATOM HID TAYLOR UN 2 EXTR CON 3,8G",1.0,1.3,-0.63
168819,CHRONOS D RF SERUM FIRMEZA PS 30ML,2.3,3.0,-0.89
110187,UNA BASE SERUM NUDE ME 21Q 21C SCH,2.4,2.4,0.09
118459,ESSENCIAL UNICO FEM EDP 90ML LTM,2.6,4.2,-1.72
20709,TODODIA HID LABIAL CEREJA E AVELA 10ML,6.5,11.0,-1.91
134592,CHRONOS D AS 30 FPS30 DIA PS 40G,2.2,3.8,-2.11
148444,LUMINA RF COND MASC BRI COR 220ML,2.5,3.9,-1.51
189415,TODODIA DES ROLLON CAPIMHORTELA 70ML,18.3,31.0,-1.87
156235,TODODIA SPRAY COND HIDRATANTE 200ML,15.6,32.0,-2.85
135039,CHRONOS D AS 80 NOITE PS 40G,1.0,2.0,-2.51
89503,FACES SOMBRA TRIO ORANGE CHAOS 3G,1.8,2.9,-1.65
116693,FACES CHECKMATTE CORRETIVO 27N,1.0,1.0,-0.0
148469,UNA BATOM ULTRA CARE 24H VIOLETA 10C 7ML,1.1,1.3,-0.55
116401,UNA POLVO COMPACTO RG 12N LTM,1.1,1.4,-0.77
108128,UNA BASE MATTE 16F BF 30ML,1.1,1.0,0.19
109462,TODODIA DES HID CORP MACAD 400ML ARG AVN,2.0,3.6,-2.05
72221,TODODIA ALGODAO SPRAY PERF 200ML,23.0,26.4,-0.4
146425,EKOS OLEO DES TRIF ACAI 100ML LTM,3.0,5.5,-2.3
69366,HUMOR A DOIS DEO SPRAY 100ML NAM19 LATAM,2.0,2.7,-0.91
73687,HUMOR QUIMICA DE HUMOR FEM EDT LTM,8.6,10.1,-0.49
107780,UNA CJ REG BASE FLUIDA HD 29N,1.0,1.6,-1.68
150186,LUNA SAB LIQ ABSOLUTA 100ML,3.1,3.4,-0.32
116684,AGUAS SAB LIQ LIRIOS 150ML,3.6,6.3,-2.1
173412,TODODIA SAB BAR FRAM PIM VERM 2X90G LTM,5.8,8.9,-1.44
148490,TODODIA DES HID CORP ROMA F AMORA 100ML,8.7,18.0,-2.94
97267,EKOS DES HID ACAI ES 400ML,10.8,14.7,-0.98
109151,"FACES SOMBRA MONO AZUL JOY 1,5G ARG",1.0,1.0,0.05
128752,FACES DEMAQUILANTE BALSAMO,4.9,7.5,-1.49
102868,FACES BASE LIQUIDA MATTE 32C 32Q,1.0,1.0,-0.0
138473,FACES SOMBRA MONO REAL BRONZE,1.0,1.9,-2.35
102873,FACES BASE LIQUIDA MATTE 40C 40Q,1.6,2.7,-2.05
104873,UNA REF BASE HD 10N,1.1,2.0,-2.41
108135,UNA BASE MATTE 25Q 25C BF 30ML,1.0,1.2,-0.65
116404,UNA POLVO COMPACTO RG 27N LTM,1.0,1.1,-0.16
107778,UNA CJ REG BASE FLUIDA HD 25C 25Q,1.0,1.3,-0.75
107773,UNA CJ REG BASE FLUIDA HD 19N,1.3,2.4,-2.23
152298,TODODIA DES HID FLOR GENG E TANGE 200ML,2.1,2.9,-0.98
133342,HUMOR EDT DA MINHA VIDA 25ML AVN,2.3,4.9,-3.07
163222,FACES ESMALTES GLITTER DOURADO,1.7,2.0,-0.38
116689,FACES CHECKMATTE CORRETIVO 15N,1.0,1.5,-1.41
169170,ESSENCIAL EDP SUPREME MASC 100ML LTM,2.7,4.4,-1.68
169168,ESSENCIAL EDP SUPREME FEM 100ML LTM,2.5,3.1,-0.58
152302,TODODIA SAB BAR FLOR GENG E TANGE 5X90G,10.8,15.7,-1.23
110201,UNA BASE SERUM NUDE ME 43N SCH,1.4,1.2,0.39
152297,TODODIA SAB LIQ FLOR GENG E TANGE 300ML,4.1,6.8,-1.77
156229,KAIAK  SONAR EDT FEM 100ML LTM,2.2,4.0,-2.27
70410,EKOS SAB LIQ GEL MARAC 195ML,3.7,5.2,-1.09
152286,TODODIA DES SPRAY FLO GENG E TANGE 200ML,7.7,11.8,-1.45
156226,KAIAK  SONAR EDT MASC 100ML LTM,3.6,6.1,-1.92
69365,URBANO NOITE DEO SPRAY NAM19 LATAM,2.0,2.7,-0.91
163224,FACES ESMALTES GLITTER AZUL,1.0,1.0,-0.0
152290,TODODIA RF DES HID FLOR GENG TANGE 400ML,17.7,20.0,-0.36
152283,TODODIA RF SAB LIQ FLOR GENG TANGE 300ML,6.4,10.5,-1.73
152301,TODODIA SAB BAR ESFO GENG E TANGE 2X90G,13.3,19.1,-1.19
23151,TODODIA FRAMBOESA HID DES CORP 200ML RAM,13.6,20.4,-1.37
29679,HUMOR BEIJO EDT 25ML LTM,1.4,3.8,-4.52
137956,FACES SOMBRA MONO MENTA TROUBLE,1.0,1.0,-0.0
93504,UNA BATOM CC HIDRAT FPS25 ROUGE 2C,1.0,1.1,-0.16
172417,FACES BATOM LIQ GLOSSY ROSA BANG BAIANA,1.4,2.1,-1.43
10155,FACES DELINEADOR LIQ PREC PRET 1205,3.0,5.1,-1.86
170739,FACES GEL GLITTER LILAS 80G,2.5,3.1,-0.7
107775,UNA CJ REG BASE FLUIDA HD 21C 21Q,1.0,2.4,-3.45
172413,FACES BATOM LIQ GLOSSY ROSE GLAM BAIANA,2.1,2.9,-1.16
152289,TODODIA HID FAC SPR PREB FLO GEN 100ML,3.0,6.0,-2.61
69825,EKOS ESFOL CORP CASTANHA ANGT 200G,4.5,8.1,-2.17
190850,TODODIA DES ROLLON AXL ACLARAR 70ML,15.5,24.1,-1.51
118449,"FACES DEL LIQ CINTILANTE ON 2,5ML",2.0,2.1,-0.11
127766,UNA BASE POWDER 21Q,1.4,2.5,-2.36
134778,UNA BASE FACIAL TINT 15Q,1.0,1.6,-1.74
118448,"FACES DEL LIQ AZUL PLAY 2,5ML",1.4,2.0,-1.13
116697,FACES CHECKMATTE CORRETIVO 37N,1.0,1.2,-0.49
107127,UNA CORRETIVO CUSHION NUDE ME 24N,1.1,2.1,-2.46
152299,TODODIA DES HID FLR GENG TANGE 400ML LTM,4.1,6.3,-1.49
23218,TODODIA DES HID CEREJA E AVELA 200ML,9.8,15.0,-1.44
172416,FACES BATOM LIQ GLOSSY VERM LOVE BAIANA,1.0,1.8,-2.06
122115,UNA CORRET COB EXTR 32N 8ML,1.0,1.0,-0.0
152052,ESSENCIAL DES HID SUPREME 100ML,2.8,4.5,-1.71
102865,FACES BASE LIQUIDA MATTE 29N,1.0,1.2,-0.65
174338,EKOS OLEO HID DES TRIF CASTNH ANGT 200ML,3.4,7.5,-3.34
108632,EKOS DES HID POLPA ACAI 200ML LTM,7.7,9.2,-0.5
168985,SEVE DES HID AMENDA E ORQ NEGR 100ML,3.1,6.0,-2.57
170727,KAIAK SH K NOITE 125ML,1.5,3.4,-3.39
6473,TODODIA HID DES ILUM AMOR VER 200ML,11.0,14.3,-0.82
89501,FACES TRIO SOMBRAS BLUE FOR YOU,1.0,1.0,-0.0
107759,UNA CJ REG BASE FLUIDA HD 32C 32Q,1.1,1.9,-2.06
107762,UNA CJ REG BASE FLUIDA HD 35C 35Q,1.0,1.3,-0.87
107758,UNA CJ REG BASE FLUIDA HD 31N,1.5,2.3,-1.54
69359,NATURA HOMEM POTENCE CRE BARB 75G LATAM,13.7,18.4,-0.94
140683,SEVE OLEO DES HID AMEN ORQ NEGR 200ML,29.4,33.7,-0.39
127761,UNA BASE POWDER 23F,1.0,2.6,-4.2
69820,EKOS DES HID MANTEIGA NUTRITIV 200G,3.9,6.8,-2.07
151020,HOMEM DES HID CORPORAL 300ML,8.8,12.7,-1.18
113404,TODODIA SAB LIQUID CREMOSO MACADAM 300ML,3.6,5.9,-1.76
124226,HUMOR LIBERTA DEO CORPORAL ARG 100ML,3.5,6.4,-2.31
170152,HUMOR TRANSFORMA DES CRP 100ML,3.5,4.7,-0.98
130023,KRISKA SHOCK SABONETE LIQUI ILUMIN 125ML,25.8,30.6,-0.51
74788,BIOGRAFIA EDT CLASSICO FEM 100ML LTM NV,18.4,21.3,-0.42
140917,EKOS SAB LIQ MARACUJA 195ML LTM,2.8,5.0,-2.17
100535,TODODIA SAB BARRA AMEIXA BAUNILHA 5X90G,15.0,21.0,-1.09
138464,UNA CANETA DELIN VERMELHO PAIX 1ML,1.3,1.1,0.43
162004,HUMOR CREME DES TATUAGEM 125ML,4.7,8.3,-2.08
113407,TODODIA RF SAB LIQUID CREM MACADAM 300ML,5.7,9.0,-1.61
189412,ERVA DOCE DES ROLLON CLASSICO 70ML,73.7,90.4,-0.62
122121,UNA CORRET COB EXTR 30N 8ML,1.4,1.1,0.56
151021,NATURA HOMEM CRM BARBA MULTIFUNCION 75ML,4.0,5.8,-1.23
110650,EKOS OLEO DES HID TRIFAS ACAI ANGT 200ML,7.8,10.2,-0.83
140422,EKOS HID MAOS CASTANHA 40G,18.4,30.0,-1.71
135034,UNA BASE FACIAL TINT 35Q,1.2,1.1,0.28
107770,UNA CJ REG BASE FLUIDA HD 10N,1.7,2.4,-1.14
116406,UNA POLVO COMPACTO RG 40N LTM,1.2,2.4,-2.9
110256,EKOS FRES EDT PITANGA PRETA 75ML LTM,12.6,14.7,-0.45
184118,LUMINA CJ NUTRICION REPAR MONT MAD 2025,5.8,5.7,0.07
134075,ERVA DOCE CJ 3 DEO ROLL ON CH,61.5,63.2,-0.07
163706,EKOS DES HID CRP ANDIROBA NV 400ML LTM,8.8,13.4,-1.41
129195,EKOS NECTAR HID DES CORP CAST 100ML LTM,3.6,7.1,-2.61
121935,TODODIA DES HID ROM E FL AMO MA 50ML ARG,13.1,17.0,-0.81
140459,EKOS SAB BARRA SORTIDOS 4X100G,4.4,9.8,-3.39
18256,TODODIA HID DES CORPO ALGODAO 400ML LTM,9.0,13.0,-1.19
130040,TODODIA FRA PV DES HID COR 400ML AVN PIX,3.4,5.2,-1.45
151022,NATURA HOMEM BALM POS BARBA 75ML,3.7,5.8,-1.56
173429,EKOS OLEO DES BREU 100ML,3.1,4.4,-1.16
152330,HOMEM HIDRA MAOS MASC 50ML,9.4,16.0,-1.93
132967,HUMOR DA MINHA VIDA EDT FEM 75 ML ARG,1.8,2.2,-0.5
105026,FACES GEL GLITTER 80G,3.0,6.2,-2.88
93029,FACES BATOM MATTE RED SQUARE AMOR,1.8,2.5,-1.01
140759,TODODIA ESFOL MACADAMIA 200ML,9.1,15.1,-1.78
92558,UNA BASE MOUSSE FPS15 CLARO 24,2.0,2.9,-1.36
15817,UNA ESMALTE 3D GEL POESIA 760,2.0,2.8,-1.09
104003,LUNA HID RADIANTE MAOS 40G,4.7,7.3,-1.48
107779,UNA CJ REG BASE FLUIDA HD 24F,1.0,2.0,-2.71
146478,UNA CANETA DELIN MARROM CONF 1ML,1.1,1.6,-1.19
15839,EKOS HID MAOS MARACUJA 40G LTM,9.5,14.8,-1.53
170806,ESSENCIAL DES HID EXCL RAM 125ML,2.3,5.4,-3.66
12180,FACES BATOM MATTE BOCA AMOR,3.7,5.6,-1.39
59891,CHRONOS HID ANTIS ANTIS45+ N REN PSE 40G,1.4,2.7,-2.48
140916,EKOS  SPRAY AMBIENTES MARAC 150ML LTM,3.8,6.4,-1.78
59890,CHRO CRE ANT SEN FIR RAD 45+ FPS30 LATAM,4.0,6.0,-1.3
107772,UNA CJ REG BASE FLUIDA HD 16F,1.3,2.5,-2.27
69720,CHRONOS SABONETE PELE OLEOSA,2.5,4.7,-2.31
59880,CHRONOS HID ANTIS ANTIS30+ FPS30 PSE 40G,4.7,6.4,-0.99
57992,CHRONOS ANTISSIN 45+ NOITE REFIL NV,2.3,4.7,-2.79
59374,CHRONOS SAB CREME PELE NOR SEC 115ML NV,2.8,7.6,-4.61
69059,CHRONOS DEMAQUILANTE MICELAR REG,1.4,3.6,-4.34
15811,SR N SAB BARRA CORPO E BARBA 90G,8.9,6.7,0.67
59885,CHRONOS HID ANTIS ANTIS60+ FPS30 PSE 40G,4.9,7.2,-1.31
92794,MMBB RF CONDICIONADOR 200ML BTV,10.6,21.4,-2.75
103334,ESSENCIAL ELIXIR MASC EDP 100ML LTM,4.7,7.7,-1.78
89500,FACES SOMBRA TRIO ROCKN RED 3G,1.0,1.1,-0.38
69198,SR N CLASSICO EDT MASC 100ML LTM NV,4.3,7.5,-2.05
8885,FACES CJ PO COMP MATTE CAST 20,1.1,1.3,-0.6
109153,"FACES SOMBRA MONO VERMEL PARTY 1,5G ARG",1.0,1.0,-0.05
108631,EKOS DES HID POLPA BURITI 200ML LTM,1.1,1.2,-0.19
168988,TODODIA SAB LIQ FRAMB PIMEN VERM 290G,10.2,14.3,-1.08
184131,TDD CJ COLEC FRAM PIMIEN ROSA MAD 2025,30.9,37.8,-0.61
154866,TODODIA SH HIDRATACAO 300ML,5.6,10.6,-2.46
156233,TODODIA CRM COND REPARADOR 180ML,4.6,7.0,-1.45
168818,CHRONOS D RF SERUM PREENCHEDOR PS 30ML,2.4,3.0,-0.71
154873,TODODIA COND HIDRATACAO 280ML,4.5,6.5,-1.21
206,HUMOR EDT PAZ E HUMOR 25ML AVN,1.3,2.9,-3.58
