SKU,NombreProducto,Ventas_Proyectadas_Regular,Ventas_Proyectadas_Cyber,Elasticidad_IA
83641,TODODIA SAB LIQ INTIMO SUAVE CONFORTO,8.2,13.1,-1.64
135058,CHRONOS D REF DEMAQ BIFASICO PS 150ML,6.0,9.0,-1.33
26384,ERVA DOCE SAB BARRA CREMOSO 3UN 90G,8.3,12.1,-1.26
102397,NATURE COND CABELOS LISOS,3.1,5.7,-2.21
2771,UNA EDP 50ML RELANCAMENTO MO ARG,2.8,3.9,-1.06
168744,CHRONOS SAB LIQ ANTIOL RPCK 130G LTM,2.0,3.0,-1.3
70409,EKOS SAB LIQ ESFOL PITANGA 185ML,2.8,4.0,-1.1
116582,LUNA ABSOLUTA 75ML EDT ARG,2.4,4.0,-1.8
95810,AGUAS NAT COLONIA JABUTICABA 150ML MEX,5.5,7.7,-1.13
147402,LUMINA RF COND HIDRATACAO 300ML,5.0,8.4,-1.88
2179,ERVA DOCE DES CREME INVISIVEL 80G,7.9,11.9,-1.4
131456,CHRONOS SERUM INTENSIVO ANTIOXIDANTE,2.1,3.9,-2.32
96735,CHRONOS SUPER SERUM 30ML,5.1,7.6,-1.3
148443,LUMINA RF COND MASC RECONS 250ML,3.5,6.8,-2.62
128758,NATURE COLONIA SUBIN NA ARVORE 100ML,2.9,4.1,-1.09
73572,EKOS EDT CASTANHA F 150ML COL,10.9,14.7,-0.95
147418,LUMINA COND MASC NUTRICAO 250ML ES,5.8,6.9,-0.48
162094,TODODIA RF DES HID LIMAO 400ML,6.2,9.8,-1.54
70389,EKOS RF SAB LIQ MAOS CASTANHA 250ML NF,4.8,7.2,-1.35
203397,EKOS RF POLPA CORPO TUKUMA 400ML,2.6,2.5,0.1
81950,NATURA HOMEM EDP POTEN MASC 100ML LTM NV,14.3,14.9,-0.1
5877,TODODIA RF SAB LIQ FRU VERME 300ML,10.1,18.1,-2.13
112771,EKOS MASC COND MURUMUR NFV 200G TERC LTM,7.6,10.5,-1.04
134575,EKOS MULTIPACK CREMOSO 4X100G,8.9,16.1,-2.22
85003,FACES MASCARA POROS STOP PORES S CT,4.2,6.3,-1.35
111176,KAIAK CLAS FEM EDT 100ML ARG,16.3,18.8,-0.42
91819,CHRONOS RF ACQUA BIOHIDRATANTE RENOVADOR,5.9,10.9,-2.31
110185,UNA BASE SERUM NUDE ME 19N SCH,2.7,3.6,-0.89
103149,FOTOEQ LOC PROTETORA FPS50 200ML LTM,2.8,3.9,-1.07
186,NATURA HOMEM CORAGIO EDP 100ML LTM,12.6,13.6,-0.22
111179,KAIAK OCEANO FEM EDT 100ML ARG,3.0,5.5,-2.28
148437,LUMINA COND CR PENTEAR CACHOS 300ML ES,5.7,9.0,-1.56
93617,ESSENCIAL EAU PARFUM EXCL MASC 100ML AVN,2.5,4.0,-1.74
110251,ESSENCIAL RF EXCLU EDP FEM 100ML LTM NV,2.8,6.0,-3.21
160263,EKOS HID MAOS MARACUJA WINNY 24 75G,27.0,41.9,-1.51
148161,LUMINA SH CACHEADOS 300ML ARG,3.8,5.4,-1.16
128589,EKOS SAB LIQUIDO CORP CAST 100ML LTM,3.5,6.2,-2.01
69822,EKOS RF POLPA CORP DES CASTAN 400ML,9.4,16.7,-2.09
92802,MMBB RF SABONETE LIQUIDO 200ML BTV,6.0,12.7,-3.08
148411,LUMINA COND CACHEADOS 300ML ARG,3.9,5.1,-0.81
162095,TODODIA DES SPRAY LIMAO 200ML,6.0,9.6,-1.61
117800,TODODIA SPRAY DES PERF ACEROLA HIB 200ML,7.0,10.8,-1.49
59313,UNA  PRIMER BLUR BF 30ML,9.2,12.7,-1.03
168016,TODODIA DES HID LIMAO 400ML LTM,4.7,7.9,-1.86
164455,EKOS SH PATAUA 100ML LTM,9.9,8.0,0.52
118463,ESSENCIAL UNICO MASC EDP 90ML LTM,3.4,5.1,-1.41
148877,KAIAK SH CLASS 75ML,6.3,13.2,-2.92
134574,EKOS SAB BAR CE MULTIPACK 4X100G COL,5.9,7.8,-0.86
73179,EKOS RF DES HID NECTAR MARAC 400ML,6.9,10.1,-1.27
86337,TODODIA RF SAB LIQ NEW AVELAC 300ML PM,9.7,20.8,-3.09
121967,TODODIA HID DES CORP NOTUR 200ML ARG,4.3,8.6,-2.71
127754,CHRONOS SERUM BOLSA OLHEIRA RPK PS 15ML,5.0,7.8,-1.5
134585,CHRONOS D RF AS 45 FPS30 DIA 40G,4.2,5.8,-1.03
80967,EKOS NECTAR MAOS MARACUJA ES 75G,19.2,30.3,-1.57
76383,TODODIA SPRAY PERF FRAMBO 200ML PM,21.6,25.5,-0.49
112776,EKOS TONICO PATAUA CAPIL ANGT 30ML,18.4,28.4,-1.46
72198,TODODIA SPRAY PERFUMADO FLIMAO 200ML PM,7.2,10.5,-1.24
1921,HUMOR EDT ME BEIJA PG 75ML COL,12.0,15.0,-0.66
69817,EKOS DES POLPA PES CAST 75G,12.6,20.4,-1.68
72197,TODODIA SPRAY PERFUMADO FRUVER 200ML PM,6.9,10.2,-1.3
159712,TODODIA DES SPRAY CAMOMILA E LAVA 200ML,8.0,12.3,-1.46
103153,FOTOEQ PROT SOL FAC GEL FPS50 50G LTM,13.0,12.9,0.02
121945,ESSENCIAL RF OUD EDP MASC NFV 100ML LTM,1.5,2.1,-1.06
5871,TODODIA RF SAB LIQ FRAMBOESA 300ML,12.2,21.5,-2.05
69653,KAIAK CLASSICO DES ROLLON ANTIMANC 75ML,18.8,31.8,-1.88
21591,TODODIA FR ROJAS HID MAOS 50ML ARG AVN,5.3,10.1,-2.46
69062,K EAU DE PARFUM MASCULINO 100ML COL,5.3,8.1,-1.48
119001,EKOS RF EDT PITANGA PT 150ML LTM,12.6,15.0,-0.53
18403,EKOS EDT ISHPINK F 150ML MEX,2.0,2.7,-0.94
177514,TU PROMO DESODORANTES URBE SOBRAS,30.2,53.8,-2.12
74848,TODODIA HID DES CORP AVELACASS 400ML,7.8,11.1,-1.13
118997,EKOS RF EDT MARACUJA 150ML LTM,15.9,17.0,-0.19
74898,TODODIA HID DES CORP NOZ PECA 400ML LTM,3.3,4.4,-0.92
2830,TODODIA ALGODAO SAB BARRA 5X90G PM NV,20.5,21.8,-0.17
160266,ESSENCIAL HID MAOS OUD 40G,3.7,7.5,-2.8
74900,TODODIA HID DES FRU V 400ML RO ARG AVN,6.4,9.1,-1.12
117797,TODODIA HID DES CORP ACEROLA 400ML LTM,6.6,10.2,-1.46
70983,EKOS POLPA HID MAOS CAST 75G,87.2,95.5,-0.26
155881,TODODIA DES HID FLOR PERA MELISSA 100ML,7.2,13.6,-2.41
162098,TODODIA SAB BARRA LIMAO 5X90G,10.1,16.0,-1.59
134610,TODODIA HIDR MAOS AMORA VERME JABUT 50ML,18.8,18.6,0.03
75955,EKOS FRESCOR ACAI EDT 150ML LTM,10.1,14.2,-1.09
111172,KAIAK URBE MASC EDT 100ML ARG,14.1,16.5,-0.46
111175,KAIAK OCEANO MASC EDT 100ML ARG,15.3,17.7,-0.41
123127,TODODIA DEO ROLL ON PREB CEREJ 70ML,32.3,35.5,-0.26
148459,LUMINA PROTETOR TERM 150ML PS,83.4,128.5,-1.47
106125,UNA RF SOMBRA STUDIO ROSE GLOW 3G,1.0,1.1,-0.21
106129,UNA SOMBRA STUDIO RF ROS BLUSH MATT,1.0,1.0,-0.05
106139,UNA SOMBRA STUDIO RF VERD JADE MATT,1.0,1.0,-0.05
106132,UNA SOMBRA STUDIO RF PRETO MATTE,1.0,1.0,-0.05
106551,FACES ESMALTE VERDE CANBERRA,1.0,1.1,-0.33
106134,UNA RF SOMBRA STUD AZUL METALICO 3G,1.0,1.0,-0.0
106130,UNA SOMBRA STUDIO RF MARROM CL MATT,1.0,1.0,-0.05
106126,UNA RF SOMBRA STUDIO OURO GLOW 3G,1.0,1.0,-0.05
109154,"FACES SOMBRA MONO LARANJA HYPE 1,5G ARG",1.0,1.0,-0.0
109152,"FACES SOMBRA MONO ROSA LIKE 1,5G",1.0,1.0,-0.0
89381,FACES BROW 2U LAPIS DUO SOBRANCELHA,1.8,2.5,-1.1
116688,FACES CHECKMATTE CORRETIVO 10N,1.4,2.1,-1.17
148176,LUMINA SH BRILHO COR 300ML ARG,2.3,2.9,-0.69
106421,NATURE COLONIA DESENHO NAS NUVENS 100ML,2.9,4.3,-1.37
15717,EKOS HID MAOS PITANGA 40G LTM,15.1,26.9,-2.13
10159,FACES LAPIS SOBRANCELHA CASTANHO,2.0,3.0,-1.28
56763,KAIAK REFIL FEM DES CORPORAL 100ML,2.2,2.5,-0.4
4960,FACES BATOM COLOR HID FPS8 VERM 120 ABM,1.1,1.5,-0.95
92804,MMBB LOCAO HID TRADICIONAL 200ML BTV,2.8,4.2,-1.4
9025,"FACES RF PO COMP MEDIO 22 6,5G",2.0,2.0,-0.05
147411,LUMINA SH NUTRICAO 300ML ARG,2.2,3.5,-1.5
15826,UNA TOP COAT 3D GEL,2.4,3.3,-1.04
15825,UNA BASE PRIMER 3D GEL,2.0,3.0,-1.36
148174,LUMINA SH SOLAR 220ML PS,4.0,5.6,-1.07
106538,FACES ESMALTE CORAL ATACAMA,1.0,1.0,-0.0
116691,FACES CHECKMATTE CORRETIVO 21N,1.0,1.0,-0.05
148410,LUMINA COND MASC BRI COR 220ML PS,2.3,3.2,-1.07
56740,KAIAK URBE DES SPRAY MASC 100ML LTM,2.6,4.2,-1.62
101036,"FACES ILUMINADOR DUO SUP QUART 2,5G",2.1,3.1,-1.38
72978,UNA APONTADOR DUPLO,1.5,4.3,-5.28
134590,CHRONOS D REF AS 70 NOITE PS 40G,1.8,2.7,-1.42
124319,UNA EST MAQ PALETTE STUDIO,1.4,2.0,-1.2
134586,CHRONOS D SAB MARSHMALLOW PS 85G,1.8,3.3,-2.23
92815,MMBB OLEO HID MASSAGEM 100ML NV,3.5,4.8,-1.02
105715,UNA PINCEL PRO ESFUMADOR,1.0,2.0,-2.56
105716,UNA PINCEL PRO PRECISAO,1.0,2.2,-3.14
70403,EKOS SAB LIQ MAOS PIT ANGAT 250ML,2.0,3.0,-1.37
97642,FACES BASE LIQUIDA MATTE 20N,1.0,1.2,-0.6
111425,FACES BATOM LIQ LON DUR RED LOVE,1.7,2.1,-0.7
140051,EKOS RF DES HID CONCEN CASTANHA IN LTM 3,1.3,2.3,-2.17
15822,UNA ESMALTE 3D GEL ORIGAMI 110,1.2,1.2,-0.0
148170,LUMINA SH RECONSTRUCAO 300ML PS,3.0,4.0,-0.95
148442,LUMINA COND RECONSTRUCAO 300ML PS,2.3,2.6,-0.43
131735,TODODIA SAB BARRA SORT MANGA ACE 5X90G,16.9,30.1,-2.13
16269,BIOME SABONETE ESFOLIANT BARRA 90G,1.3,3.3,-4.26
98767,EKOS SAB LIQ ESFOL TUKUMA 185ML,6.4,10.0,-1.55
131436,EKOS FORTALECEDOR HIDRA UNHAS CUTIC 10G,1.1,1.5,-1.02
93505,UNA BATOM CC HIDRAT FPS25 VIOLETA 6C,1.2,2.0,-1.92
122120,UNA CORRET COB EXTR 15N 8ML,2.1,3.7,-2.13
113409,EKOS SH PATAUA NFV 300ML LTM,3.0,5.3,-2.04
113245,EKOS COND PATAUA ANGT 300ML,2.2,3.0,-1.0
10156,FACES LAPIS SOBRANCELHA CAST CLARO,2.0,2.6,-0.87
9619,FACES LAPIS LABIO COLOR CONTOU ROSA,1.7,2.7,-1.47
135035,UNA BASE FACIAL TINT 21Q,1.1,1.4,-0.8
137976,CHRONOS D DEMAQ BIFASICO PS 150ML,4.9,7.3,-1.29
124833,SABONETE BAR FACIAL CREM BIOME 65G,1.0,1.1,-0.16
87264,NATURA HOMEM OLEO PARA BARBA 30 ML,2.1,3.6,-1.88
134694,CHRONOS D REF AS 80 FPS30 DIA PS 40G,1.7,2.2,-0.84
17043,UNA CANETA DELIN SOBRAN CAST,2.0,2.5,-0.61
56757,HUMOR PROPRIO DES SPRAY FEM 100ML LTM,5.1,6.6,-0.76
135037,CHRONOS D REF ESSENCIA POTENCIAL 100ML,1.3,2.2,-2.02
116405,UNA POLVO COMPACTO RG 31N LTM,1.1,1.1,0.05
108127,UNA BASE MATTE 15Q 15C BF 30ML,1.5,1.3,0.42
104897,EKOS BURITI FRESCOR EDT 75ML LTM,1.7,2.5,-1.31
135060,CHRONOS D ESPUMA LIMPEZA PS 150ML,5.2,7.0,-0.94
80060,CHRONOS SERUM CLAREADOR INTENSIVO,4.2,6.5,-1.46
125233,EKOS FRESCOR EDT TUKUMA 150ML LTM,1.0,1.4,-0.99
96516,TODODIA DES CRM AVELACASS SEM CT 80G,3.8,6.1,-1.65
147453,LUMINA COND CR PENTEAR NUTRI 250ML ES,2.8,3.8,-0.97
147407,LUMINA RF COND MASC ANTIQUEDA 250ML,2.3,3.3,-1.23
80936,EKOS DES HID POLPA CASTAN 400ML TERC LTM,14.0,16.8,-0.54
134723,CHRONOS D REF AS 70 FPS30 DIA PS 40G,2.0,3.0,-1.4
9456,FACES BLUSH CORAL 85 3G,2.1,2.3,-0.18
2273,AGUAS NATURA VALVULA 150ML TERC LTM,2.4,2.9,-0.62
72983,EKOS RF DES HIDR CORP UCUUBA 400ML,2.2,2.3,-0.1
189409,TODODIA DES ROLLON MANGA ROSA 70ML,10.6,15.0,-1.1
150220,EKOS CONJ DES HID CASTANHA CONCENT LTM,2.3,3.5,-1.5
147416,LUMINA SH HIDRATACAO 300ML PS,2.4,3.3,-0.96
70405,EKOS SAB LIQ ESFOL MARACUJA ANGT 185ML,8.7,12.5,-1.16
148435,LUMINA COND MASC SOLAR 220ML PS,2.7,5.0,-2.29
69723,CHRONOS SERUM PELE OLEOSA,2.6,4.0,-1.48
167190,FACES BATOM MULTIMIX CREM COBRE SUNSET,2.0,2.8,-1.05
147417,LUMINA COND MASC ANTIQUE 250ML TERC ES,2.4,3.7,-1.42
69050,CHRONOS PSOL FPS50 MANCH ME RP LTM 50ML,1.1,2.9,-4.29
70396,EKOS RF SAB LIQ CREM CASTANHA 195ML,3.7,5.8,-1.59
147410,LUMINA RF COND NUTRICAO 300ML,4.3,7.0,-1.66
113150,EKOS COND PRE SH MURUMURU ANGT 100G,3.9,6.7,-1.93
56744,HUMOR MEU PRIMEIRO HUMOR DES CORPORAL,3.4,4.3,-0.72
95807,AGUAS COLONIA LIRIO 150ML ARG,2.0,2.7,-0.9
148167,LUMINA ESSENC PERFUME CABELO 30ML PS,5.3,7.9,-1.34
110184,UNA BASE SERUM NUDE ME 16F SCH,1.7,2.6,-1.37
92800,MMBB SAB LIQ PSE 200ML,3.8,7.1,-2.3
147408,LUMINA RF SH ANTICASPA 300ML,8.5,13.0,-1.41
91849,CHRONOS D HID ACQUA PS 40G,4.2,7.3,-1.96
110250,ESSENCIAL RF EXCL EDP MASC NFV 100ML LTM,1.3,2.0,-1.68
23154,TODODIA AMOR VERM HID DES CORP 200ML MEX,3.5,7.8,-3.37
189408,TODODIA DES ROLLON CASSIS 70ML,19.8,35.2,-2.1
140742,UNA SERUM PARA SOBRANCELHAS 4G,3.7,6.5,-2.08
80059,CHRONOS PSOL FPS50 MANCH CM RP LTM 50ML,2.3,5.3,-3.55
112775,EKOS REFIL COND MURUMURU NFV 300ML LTM,3.8,6.9,-2.2
110281,TODODIA SAB LIQUID ALECRIM SALVIA 390G,12.5,19.6,-1.53
111177,KAIAK AVEN FEM EDT 100ML ARG,7.0,10.0,-1.19
91820,FACES CLAREADOR FACIAL PELE N S FPS15,4.7,9.1,-2.56
120615,KAIAK VITAL MASC EDT 100ML LTM,9.8,12.1,-0.65
131492,CONEXAO DE HUMOR  EDT MEX 75ML,2.9,4.9,-1.84
92786,MMBB AGUA COLONIA BTV 100ML,3.6,6.0,-1.79
117749,TODODIA SAB BARRA ACEROLA E HIBISC 5X90G,4.2,8.0,-2.42
134593,CHRONOS D AS 30 NOITE PS 40G,2.4,3.6,-1.25
82509,EKOS DES HID NECTAR MARAC 400ML TERC LTM,6.7,12.8,-2.42
146898,ESSENCIAL SAB BAR OUD MASC 110G,5.1,6.5,-0.73
112773,EKOS REFIL SH MURUMURU NFV 300ML LTM,4.4,7.6,-2.02
97429,EKOS OLEO DES TRIF PITANGA 200ML LTM,9.9,12.2,-0.64
56948,KAIAK MASC DES CORPORAL RF,5.1,7.0,-1.0
134595,CHRONOS D REF AS 30 NOITE PS 40G,2.3,3.5,-1.51
148175,LUMINA RF SH BRILHO COR 300ML,4.1,5.3,-0.81
112770,EKOS COND CPP MURUMURU ANGT 150ML,4.7,7.8,-1.82
103382,TODODIA RF HID DES MANGA ROSA 400ML,8.9,13.1,-1.27
21454,UNA ILUM MARMOLIZADO CUERP ROST,2.3,3.9,-1.83
92603,UNA GLOSS LABIAL FPS15 BOCA 100 SSG,2.2,3.2,-1.31
70722,UNA MAXXI PALETTE DE SOMBRAS NUDES,2.6,7.0,-4.56
96515,TODODIA DES CREME SEM PERFUME INVIS 80G,3.1,5.1,-1.72
148177,LUMINA RF SH RECONSTRUCAO 300ML,8.1,12.5,-1.46
108634,CHRONOS SERUM PREENCHEDOR BIOHIDRAT 30ML,4.2,6.6,-1.58
19949,EKOS SAB LIQ ESFOL TUKUMA 185ML RF TERC,5.3,8.4,-1.57
75493,EKOS OLEO BIF DES TUKUMA 200ML TERC NV,2.5,4.4,-2.0
83637,TODODIA LENCO UMED INT SUAVE CONFOR,1.6,2.8,-2.1
103151,FOTOEQ LOCAO HID POS SOL 120ML LTM,1.8,2.4,-0.86
168743,CHRONOS PSOL FPS30 ANTIOL RP 50ML LTM,2.1,3.0,-1.17
60326,CHRONOS ELIXIR REDUTOR D RUGA 15ML LATAM,4.1,6.4,-1.47
112783,EKOS RF OLEO DES HID TRIF MARA 200ML LTM,7.6,11.2,-1.28
73574,EKOS EDT FRESC MAR ANG 150ML LTM,11.0,15.1,-1.01
70397,EKOS RF SAB LIQ ESFOL PITANGA 185ML,4.0,6.1,-1.45
78902,NAT HOMEM SHAMPOO ANTI OLEOSIDADE 300ML,9.1,14.2,-1.53
72860,NATURA HOMEM DES ROLLON ANTIMAN 75ML NV,20.3,38.2,-2.39
93618,ESSENCIAL EXCL FEM EDP 100ML 2021 ARG NV,7.1,8.4,-0.52
121492,BIOME CONDICIONADOR BARRA 75G,1.1,2.7,-3.9
2834,TODODIA SAB BARRA FRUVER 5X90G PM,5.4,6.8,-0.72
106135,UNA RF SOMBRA STUD ROXO METALICO 3G,1.0,1.0,-0.0
9583,FACES LAPIS LABIO COLOR CONTO VINHO,1.7,2.6,-1.44
9586,FACES LAPIS LABIO COLOR CONTOU VERM,1.1,2.1,-2.33
106546,FACES ESMALTE ROXO NEW YORK,1.1,1.6,-1.11
106127,UNA RF SOMBRA STUDIO BRONZE GLOW 3G,1.0,1.0,-0.05
9432,FACES BLUSH COLOR VINHO 28 3G,1.2,1.6,-0.98
134576,EKOS SAB BARRA MPACK TUKUMA 4X100G,3.9,6.2,-1.58
150180,TODODIA OLEO BANHO AVELA CASSIS 24 120ML,20.2,34.7,-1.94
97700,UNA BT EXT CONFORTO FPS25 ROXO 8C PE,1.4,1.0,0.83
92573,UNA LAPIS PRO LABIAL ROUGE,1.5,2.2,-1.28
107359,FACES BATOM COLOR HID FPS8 ROSA 204 ABM,1.7,2.7,-1.53
111426,FACES BATOM LIQ LON DUR MARSA NIGHT,2.0,2.8,-1.01
15815,UNA ESMALTE 3D GEL UNA N2,1.0,1.0,-0.11
17276,UNA BT EXT CONFORTO FPS25 UNA N2 PE,1.0,1.8,-2.04
134693,CHRONOS D AS 60 FPS 30 DIA PS 40G,2.3,3.4,-1.36
116202,"FACES BATOM MULTM CREM ROSA CRUSH 3,5G",1.5,2.0,-0.85
137977,TODODIA MOUSSE BANHO AMOR VERM JABU 80ML,1.1,1.2,-0.15
92808,MMBB HID EMULSAO AUX PREV ESTRIAS 200ML,3.6,5.1,-1.14
103154,FOTOEQ PROT SOL FAC LOC FPS30 50G LTM,1.2,2.0,-1.72
67666,FACES MASCARA MEGA FANTASTICA PRETA 7ML,2.6,3.7,-1.25
56766,HUMOR MEU PRIMEIRO HUMOR DES CORPORAL RF,2.0,3.5,-1.99
27371,UNA LAPIS OLHO RETRATIL PRETO 280MG,3.0,7.0,-3.5
27703,UNA LAPIS RETR OLHOS MARROM REV NP,2.0,3.0,-1.4
70402,EKOS SAB LIQ MAOS CASTANHA ES 250ML,3.9,5.2,-0.85
148412,LUMINA COND MASC RECONS 250ML TERC PS,4.1,6.2,-1.38
107556,UNA LAPIS RET SOBRANC CAST CLARO,1.3,1.9,-1.17
107555,UNA LAPIS RET SOBRANC CASTANHO,2.7,3.6,-0.88
135047,UNA BASE FACIAL TINT 23F,1.0,1.8,-2.28
135024,UNA BASE FACIAL TINT 12F,1.0,1.6,-1.46
97701,UNA BT EXT CONFOR FPS 25 CORAL 3C PE,1.0,2.0,-2.56
95840,TODODIA SAB BARRA CEREJA 5X90G,17.6,23.1,-0.85
111466,FACES BATOM LIQ LON DUR BEGE BEAUTY,1.6,2.8,-1.89
92798,MMBB LENCOS UMEDECIDOS 50 UNID,2.1,3.2,-1.42
147446,LUMINA COND HIDRATACAO 300ML ES,2.1,2.7,-0.84
92551,UNA LAPIS PRO LABIAL NUDE,1.0,1.2,-0.65
92530,UNA BATOM CC HIDRAT FPS25 VIOLETA 4C,1.1,2.0,-2.26
54382,NAT UNA BATOM LIQ MATIF ROSE 2 M,1.7,2.6,-1.36
106294,UNA SERUM LABIAL INCOLOR 1.8G,2.2,3.1,-1.12
105714,UNA PINCEL PRO CORRETIVO,1.4,1.8,-0.65
105717,UNA PINCEL PRO SOBRANCELHAS,1.4,1.0,0.72
32542,NATURE SAB BARR MISTURE 4X90G,5.4,9.2,-1.89
92806,MMBB LOCAO HID RELAXANTE 200ML BTV,3.4,6.4,-2.44
117124,FACES DEMAQ 3 EM 1 120ML,3.0,4.8,-1.69
97428,EKOS OLEO HID DES TRIF MARACJ ANGT 200ML,8.1,9.4,-0.42
129222,EKOS HIDR POLPA MAOS ANDIROBA 75G LTM,5.5,10.7,-2.56
104902,EKOS BURITI HID DES POS SOL 400ML LATAM,3.3,5.2,-1.55
70721,"UNA LAPIS KAJAL MARROM 1,14G",2.4,3.9,-1.67
92536,UNA BATOM CC HIDRAT FPS25 NUDE 2C,1.1,2.0,-2.23
93506,UNA BATOM CC HIDRAT FPS25 ROSE 2C,1.1,2.0,-2.17
70390,EKOS RF SAB LIQ MAOS PITANGA 250ML,3.6,5.7,-1.53
104880,UNA REF BASE HD 27N,1.0,2.0,-2.61
116200,"FACES BATOM MULTM CREM BEGE FRESH 3,5G",1.3,2.0,-1.5
73573,EKOS EDT PITANGA F 150ML ARG,4.8,7.0,-1.28
148450,LUMINA LEAVE IN MATIZA 150ML PS,2.0,4.0,-2.63
110190,UNA BASE SERUM NUDE ME 25Q 25C SCH,1.7,2.6,-1.42
127775,UNA BASE POWDER 15Q,1.3,2.5,-2.46
17352,UNA BT EXT CONFORTO FPS25 ROSA 2C PE,1.0,2.0,-2.55
70720,"UNA LAPIS KAJAL PRETO 1,14G",1.6,2.4,-1.5
116583,LUNA CLASSICO 75ML EDT LTM,2.5,4.0,-1.64
64749,HUMOR EDT PG PROPRIO JUST 75ML ARG,13.0,16.3,-0.68
107776,UNA CJ REG BASE FLUIDA HD 20N,1.0,2.8,-4.83
111173,KAIAK AVEN MASC EDT 100ML ARG,4.6,7.1,-1.54
118797,UNA PRIMER FACIAL FPS 40,2.9,4.1,-1.18
147440,LUMINA COND NUTRICAO 300ML ARG,2.7,3.0,-0.28
112091,EKOS OLEO DES TRIF BURITI ES 200ML,2.1,3.3,-1.54
90927,LUNA INTENSO EDP FEM 50 ML ARG,2.4,3.8,-1.64
92566,UNA GLOSS LABIAL FPS15 ROSA 101,2.5,4.1,-1.72
93619,ESSENCIAL OUD MASC EDP 100ML 2021 ARG,6.1,7.5,-0.66
91204,TODODIA DES SPRAY PERF MANGAROSA 200ML,16.9,22.7,-0.92
120616,KAIAK PERF VITAL FEM EDT 100ML LTM,4.3,6.7,-1.51
122948,HUMOR EDT HUMOR TRANSFORMA PG 75ML COL,2.9,4.7,-1.69
24865,UNA ILUMN MARMO RF CORP ROST BLSTR,2.2,3.4,-1.47
109002,UNA PINCEL PRO BASE CREMOSA,1.4,3.0,-3.27
59848,NATURA HOMEM EDP ESSENCE MASC 100ML LTM,4.0,6.3,-1.56
119778,BIOGRAFIA INSPIRE FEM EDT 100ML COL,5.6,9.6,-1.97
102396,NATURE RF SH CABELOS LISOS RDC15,5.5,8.7,-1.62
106535,FACES ESMALTE PINK RIO,1.0,1.0,-0.0
81940,FACES GLOSS MORANGO WILD,1.5,2.0,-0.88
86642,FACES MASCARA VOLUME FEVER,2.1,3.5,-1.83
111424,FACES BATOM LIQ LON DUR CHOC MOUSSE,1.6,2.1,-0.87
97639,FACES BASE LIQUIDA MATTE 16F,1.1,2.0,-2.22
15352,UNA ESMALTE 3D GEL CONTRAPONTO 630,2.0,2.8,-1.06
17275,UNA BT EXT CONFORT FPS25 LARAN 8C PE,1.0,1.7,-1.95
116195,"FACES BATOM MULTM CREM ROSA KISS ME 3,5G",1.5,2.0,-1.04
111398,FACES BATOM LIQ L DUR CEREJA LIKES,2.0,2.0,-0.0
9833,FACES MULTI MASCARA TINT PROV DAGUA,2.8,5.6,-2.75
135042,UNA BASE FACIAL TINT 25Q,1.1,1.1,-0.15
106122,UNA MASCAR CILIOS ALON INFIN PROVAG,2.1,3.3,-1.55
107126,UNA CORRETIVO CUSHION NUDE ME 21N,2.6,2.6,-0.04
54378,UNA BATOM MATTE INTRANSF ROUGE 6M,3.0,4.9,-1.67
107123,UNA CORRETIVO CUSHION NUDE ME 10N,2.4,2.1,0.32
148476,UNA BATOM ULTRA CARE 24H VERMELHO 4C 7ML,1.1,1.3,-0.48
54395,UNA BATOM MATTE INTRANSF ROUGE 4M,2.0,3.1,-1.44
148433,LUMINA COND BRILHO COR 300ML ARG,2.3,3.4,-1.3
171365,CHRONOS D SABONETE EM OLEO 125ML,3.2,4.3,-0.92
134587,CHRONOS D REF AS 60 NOITE PS 40G,2.3,5.3,-3.64
15821,UNA ESMALTE 3D GEL MOSAICO 665,1.0,1.1,-0.21
107777,UNA CJ REG BASE FLUIDA HD 27N,1.0,2.5,-4.18
118910,FACES ROSTO SERUM GEL BOOSTER 50ML,2.1,3.0,-1.2
106295,UNA SERUM LABIAL ROSA 1.8G,2.7,4.0,-1.29
134189,CHRONOS PROT SOLAR FPS50 50ML GAIA PS,2.3,4.7,-2.83
110195,UNA BASE SERUM NUDE ME 32Q 32C SCH,1.4,2.9,-3.07
137957,FACES DELINEADOR RETRATIL BRANCO,1.0,2.0,-2.61
92790,MMBB SHAMPOO 200ML V2 BTV,5.5,7.2,-0.82
108129,UNA BASE MATTE 19N BF 30ML,1.1,1.3,-0.33
108131,UNA BASE MATTE 21Q 21C BF 30ML,1.0,1.2,-0.54
107771,UNA CJ REG BASE FLUIDA HD 12F,1.8,2.4,-0.95
108636,CHRONOS SERUM INTE LIFTING E FIRMEZA 30M,3.3,5.2,-1.63
133868,EKOS RYOS EDT FESTA 75ML ARG,1.6,1.8,-0.37
121281,EKOS FRESCOR EDT CAPITIU 75ML LTM,2.8,4.6,-1.73
121944,ESSENCIAL RF OUD EDP FEM NFV 100ML LTM,3.3,5.7,-1.99
150687,EKOS SAB BAR MARACUJA 100G,13.7,18.3,-0.91
121969,TODODIA SAB BARRA CAMOMILA LAVANDA 5X90G,1.1,1.1,-0.15
107011,LUNA ATITUDE EDP 50ML LTM,3.9,5.5,-1.08
2726,UNA ART EDP 50ML RELANCAMENTO COL,2.3,3.1,-0.86
67661,FACES NEW MINI LAPIS PRETO NF ARG,1.4,2.1,-1.46
